,text,truth,tfidf_lr,tfidf_nb,freq_lr,freq_nb
137,"['[CLS]', 'americans', 'work', 'way', 'average', 'industrial', '##ized', 'countries', 'around', 'world', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
138,"['[CLS]', 'says', 'ted', 'st', '##rick', '##land', 'campaign', 'bragg', '##ed', '-', 'plus', 'rating', 'nr', '##a', '.', '.', '.', '.', 'said', 'mixed', 'spot', '##ty', 'record', 'issue', 'criticized', '.', 'words', ',', 'mine', '.', '##t', 'know', 'issue', '.']",true,true,true,true,true
139,"['[CLS]', 'says', 'new', 'medicare', 'billing', 'guidelines', 'nine', 'codes', '(', 'injuries', ')', 'turkey', '##s', '.']",true,false,false,false,false
140,"['[CLS]', 'says', 'virginia', 'del', '.', 'mark', 'cole', 'wants', 'schools', 'check', 'children', '##s', 'gen', '##ital', '##s', 'using', 'bathroom', '.']",false,pants-fire,barely-true,pants-fire,barely-true
141,"['[CLS]', 'monthly', 'police', 'fire', 'protection', 'fee', 'wisconsin', 'phone', 'bills', 'nothing', 'support', 'police', 'fire', '.']",false,false,false,pants-fire,false
142,"['[CLS]', 'illegal', 'immigration', '##t', 'subject', 'anybody', '##s', 'mind', 'brought', 'announcement', '.']",false,false,false,false,false
143,"['[CLS]', 'one', 'man', 'opposed', 'flawed', 'strategy', 'iraq', '.', 'one', 'man', 'courage', 'call', 'change', '.', 'one', 'man', ""'"", 'play', 'politics', 'truth', '.']",true,mostly-true,false,mostly-true,false
144,"['[CLS]', 'never', 'fi', '##lib', '##ust', '##er', '-', 'proof', 'senate', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
145,"['[CLS]', 'pregnant', 'women', 'stand', 'five', 'six', 'hours', 'time', 'increase', 'risk', 'pre', '-', 'term', 'pregnancy', '80', 'percent', '.']",barely-true,half-true,mostly-true,half-true,mostly-true
146,"['[CLS]', 'says', '100', ',', '000', 'waiting', 'list', 'attend', 'texas', 'charter', 'schools', '.']",mostly-true,barely-true,half-true,barely-true,half-true
147,"['[CLS]', 'new', 'ukrainian', 'government', 'introduced', 'law', 'ab', '##olis', '##hing', 'use', 'languages', 'ukrainian', 'official', 'circumstances', '.']",half-true,false,false,false,false
148,"['[CLS]', 'chemical', 'weapons', 'used', 'probably', '20', 'times', 'since', 'persian', 'gulf', 'war', '.']",barely-true,true,mostly-true,half-true,mostly-true
149,"['[CLS]', 'senate', 'immigration', 'bill', 'immediate', 'legal', '##ization', '.', '.', '.', 'border', 'security', 'sometime', 'future', ',', 'like', '1986', ',', 'designed', 'never', 'come', '.']",barely-true,barely-true,false,barely-true,false
150,"['[CLS]', 'nearly', 'half', 'african', '-', 'american', 'children', 'age', '6', 'living', 'ab', '##ject', 'poverty', '.']",half-true,false,false,false,false
151,"['[CLS]', 'eric', 'holder', 'supportive', 'naacp', '##s', 'efforts', 'get', 'united', 'nations', 'involved', 'elections', '.']",pants-fire,false,false,half-true,false
152,"['[CLS]', 'wisconsin', ',', 'teachers', 'make', '$', '89', ',', '000', 'salary', 'benefits', ',', 'compared', '$', '48', ',', '000', 'workers', 'united', 'states', '.']",barely-true,false,half-true,false,half-true
153,"['[CLS]', 'last', 'five', 'years', ',', 'iran', 'per', '##pet', '##rated', 'terror', 'attacks', '25', 'different', 'countries', 'five', 'continents', '.']",half-true,pants-fire,false,pants-fire,false
154,"['[CLS]', 'president', 'obama', 'left', 'u', '.', '.', 'lowest', 'number', 'active', '-', 'duty', 'troops', 'since', 'world', 'war', 'ii', ',', 'putting', 'nation', 'risk', '.']",half-true,half-true,half-true,half-true,half-true
155,"['[CLS]', 'say', 'michelle', 'obama', 'mandates', 'weighing', 'children', 'day', 'care', '.']",false,pants-fire,false,pants-fire,false
156,"['[CLS]', 'high', '-', 'speed', 'rail', '.']",false,false,false,false,false
157,"['[CLS]', 'every', 'student', 'paying', '-', '-', 'state', 'tuition', 'actually', 'covers', 'cost', 'instruction', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
158,"['[CLS]', 'georgia', 'department', 'education', 'implemented', 'new', 'policy', 'beginning', 'august', 'states', 'public', 'schools', 'longer', 'accept', 'credits', 'home', 'school', 'entities', 'non', '-', 'traditional', 'education', 'centers', '.']",half-true,mostly-true,true,mostly-true,true
159,"['[CLS]', 'says', 'possible', 'wisconsin', 'residents', 'watch', 'packers', 'games', ',', '##re', 'forced', 'watch', 'viking', 'games', ',', 'got', 'law', 'passed', 'fix', 'problem', '.']",barely-true,barely-true,barely-true,barely-true,barely-true
160,"['[CLS]', 'democratic', 'sen', '##s', '.', 'ed', 'mark', '##ey', ',', 'al', 'frank', '##en', 'jeanne', 'shah', '##een', 'took', 'bribes', 'iran', 'back', 'insane', 'nu', '##ke', 'deal', '.']",pants-fire,barely-true,barely-true,barely-true,barely-true
161,"['[CLS]', 'president', 'barack', 'obama', '##s', 'latest', 'executive', 'order', 'mandates', 'apprehension', 'detention', 'americans', 'merely', 'show', 'signs', 'respiratory', 'illness', '.']",pants-fire,pants-fire,pants-fire,pants-fire,pants-fire
162,"['[CLS]', 'milwaukee', 'county', 'sheriff', '##s', 'department', 'plays', 'limited', 'role', 'traditional', 'law', 'enforcement', 'agency', '2009', 'reported', 'far', 'fewer', 'crimes', 'fbi', 'university', 'wisconsin', '-', 'milwaukee', 'police', '.']",half-true,false,false,false,false
163,"['[CLS]', 'obama', 'makes', 'huge', 'move', 'ban', 'social', 'security', 'recipients', 'owning', 'guns']",false,pants-fire,false,pants-fire,false
164,"['[CLS]', 'never', 'supported', 'state', 'income', 'tax', 'texas', '.']",pants-fire,mostly-true,mostly-true,mostly-true,mostly-true
165,"['[CLS]', 'unlike', 'virtually', 'every', 'campaign', ',', '##t', 'super', 'pac', '.']",mostly-true,true,mostly-true,true,mostly-true
166,"['[CLS]', 'within', 'years', ',', 'immigration', 'share', 'national', 'population', 'set', 'break', 'historical', 'records', '.']",mostly-true,half-true,half-true,half-true,half-true
167,"['[CLS]', 'ed', 'gillespie', '##s', 'firm', 'even', 'lobbied', 'five', 'foreign', 'governments', ',', 'including', 'dictator', 'awaiting', 'trial', 'war', 'crimes', '.']",half-true,half-true,half-true,half-true,half-true
168,"['[CLS]', 'system', '40', 'states', ',', 'highest', '-', 'paid', 'public', 'employee', 'state', 'university', '##s', 'head', 'football', 'basketball', 'coach', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
169,"['[CLS]', 'violence', 'spreading', 'mexico', ',', '##ve', 'got', 'bullets', 'hitting', 'city', 'hall', 'el', 'paso', '.', '##ve', 'got', 'bombs', 'exploding', 'el', 'paso', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
170,"['[CLS]', 'dec', '##rim', '##inal', '##izing', 'marijuana', 'save', 'state', 'anywhere', '$', '4', '(', 'million', ')', '$', '11', 'million', 'dollars', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
171,"['[CLS]', 'says', 'concrete', 'examples', 'university', 'texas', 'job', 'applicants', 'prospective', 'applicants', 'students', 'well', 'invited', 'speakers', 'changing', 'minds', 'handgun', '##s', 'allowed', 'campus', 'buildings', 'classrooms', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
172,"['[CLS]', 'massachusetts', 'health', 'care', 'plan', 'wildly', 'unpopular', 'among', 'state', 'residents', '.']",false,false,false,false,false
173,"['[CLS]', 'irs', 'scandal', 'clearly', 'showed', 'criminal', 'behavior', '.']",barely-true,false,false,false,false
174,"['[CLS]', 'ts', '##a', 'accept', 'drivers', 'pri', '##v', 'cards', 'id', 'airport']",true,barely-true,false,mostly-true,false
175,"['[CLS]', 'forty', 'percent', 'people', 'country', ',', 'illegally', ',', 'overs', '##ta', '##ying', 'visas', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
176,"['[CLS]', 'says', 'lee', 'fisher', 'wanted', '$', '1', '.', '1', 'billion', 'tax', 'increase', 'could', 'driven', 'countless', 'jobs', 'state', '.']",half-true,false,false,false,false
177,"['[CLS]', 'scientists', 'project', 'arctic', 'ice', '-', 'free', 'summer', '2013', '.']",barely-true,false,false,false,false
178,"['[CLS]', 'il', '##ana', 'sha', '##fra', '##n', 'man', '##del', '##s', 'stake', 'forest', 'city', 'enterprises', 'constitutes', 'significantly', 'less', '1', 'percent', 'company', '##s', 'shares', 'implication', 'conflict', 'interest', 'legally', 'incorrect', '.']",true,mostly-true,true,mostly-true,true
179,"['[CLS]', 'white', 'house', 'communications', 'director', 'anita', 'dunn', 'said', 'mao', 'ts', '##e', '-', 'tung', 'one', 'favorite', 'philosophers', ',', 'fox', 'news', 'picked', '.']",false,mostly-true,false,mostly-true,false
180,"['[CLS]', 'says', '250', 'texans', 'killed', 'action', 'since', '9', '/', '11', '.']",false,true,true,true,true
181,"['[CLS]', 'super', 'bowl', 'l', 'everybody', '##s', 'estimation', '$', '500', 'million', 'economic', 'impact', 'state', 'florida', '.']",false,false,false,false,false
182,"['[CLS]', 'number', 'illegal', 'immigrants', 'united', 'states', '30', 'million', ',', 'could', '34', 'million', '.']",pants-fire,half-true,false,half-true,false
183,"['[CLS]', 'cannot', 'build', 'little', 'guy', 'tearing', 'big', 'guy', '-', '-', 'abraham', 'lincoln', 'said', '.']",pants-fire,true,true,true,true
184,"['[CLS]', 'last', 'year', ',', 'beaver', '##ton', 'school', 'district', 'highest', 'number', 'homeless', 'students', 'ever', 'recorded', 'oregon', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
185,"['[CLS]', 'state', 'budget', 'increased', 'almost', '$', '800', 'million', 'year', 'last', 'two', 'years', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
186,"['[CLS]', 'past', '10', 'years', ',', '(', 'austin', ')', 'water', 'rates', 'increased', '100', 'percent', 'highest', 'water', 'cost', 'top', '10', 'cities', 'texas', '.']",mostly-true,half-true,mostly-true,half-true,mostly-true
187,"['[CLS]', 'says', 'next', 'bien', '##nium', ',', 'cost', 'primary', 'secondary', 'education', 'going', 'increase', '$', '1000', 'per', 'student', '.', 'half', '$', '1000', '$', '500', 'per', 'student', 'accounted', 'increased', 'cost', 'per', '##s', 'alone', '.']",true,half-true,half-true,half-true,half-true
188,"['[CLS]', 'says', 'hillary', 'clinton', 'one', 'labeled', 'african', '-', 'american', 'youth', 'super', '##pre', '##da', '##tors', '.']",mostly-true,false,false,false,false
189,"['[CLS]', 'insurance', 'companies', 'making', 'choice', '(', 'cancel', 'change', 'policies', ')', ',', 'president', '.']",barely-true,half-true,false,half-true,false
190,"['[CLS]', 'ezekiel', 'emanuel', ',', 'one', 'president', 'obama', ""'"", 'key', 'health', 'care', 'advisers', ',', 'says', 'medical', 'care', 'reserved', 'non', '##dis', '##able', '##d', '.', 'watch', ""'"", 'disabled', '.']",false,barely-true,false,barely-true,false
191,"['[CLS]', 'whether', 'state', 'employees', 'contribute', 'pensions', '.']",false,false,false,false,false
192,"['[CLS]', 'ukraine', 'nuclear', '-', 'armed', 'state', '.', 'gave', 'away', 'nuclear', 'arms', 'understanding', 'would', 'protect', '.']",false,false,false,false,false
193,"['[CLS]', 'says', 'mit', '##t', 'romney', ',', 'governor', 'massachusetts', ',', 'put', 'place', 'social', '##ized', 'medicine', '.']",pants-fire,false,false,pants-fire,false
194,"['[CLS]', 'federal', 'government', 'offers', 'money', 'program', 'walking', 'away', 'another', 'health', 'care', 'program', '.']",half-true,false,half-true,half-true,half-true
195,"['[CLS]', '##t', 'try', 'push', 'bill', 'reduce', 'lottery', 'scholarship', 'proceeds', 'students', '.']",false,false,false,false,false
196,"['[CLS]', 'confederate', 'battle', 'flag', 'south', 'carolina', 'first', 'flown', 'state', '##house', '1961', '.', 'flown', 'symbol', 'massive', 'resistance', 'racial', 'des', '##eg', '##re', '##gation', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
197,"['[CLS]', 'several', 'times', ',', 'obama', 'apologized', 'dee', '##ms', 'american', 'arrogance', ',', 'dismiss', '##ive', '##ness', ',', 'der', '##ision', ';', 'di', '##cta', '##ting', 'solutions', ',', 'acting', 'un', '##ila', '##tera', '##lly', '.', '.', '.', '.']",false,half-true,false,half-true,false
198,"['[CLS]', 'even', 'advocate', 'wiping', '401', '(', 'k', ')', 'entirely', 'replacing', 'government', '-', 'run', 'accounts', '.']",barely-true,true,true,true,true
199,"['[CLS]', '2000', ',', 'wrote', 'os', '##ama', 'bin', 'laden', ',', '##ve', 'got', 'take', '.']",barely-true,false,false,false,false
200,"['[CLS]', 'ended', 'time', 'governor', 'general', 'fund', 'budget', 'smaller', 'one', 'started', '.']",true,half-true,half-true,mostly-true,half-true
201,"['[CLS]', 'friends', 'sister', 'died', 'obama', '##care', '##bl', '##ue', 'shield', 'completely', 'pulled', 'california', '.']",pants-fire,pants-fire,false,pants-fire,false
202,"['[CLS]', 'obama', '##care', 'includes', '$', '63', 'charge', 'every', 'american', 'begin', 'paying', '(', '2013', ')', 'way', 'cover', 'increased', 'costs', 'associated', 'providing', 'health', 'insurance', 'pre', '-', 'existing', 'conditions', '.']",barely-true,half-true,half-true,half-true,half-true
203,"['[CLS]', 'forty', 'years', 'ago', '.', '.', '.', 'half', 'congressional', 'districts', 'genuinely', 'competitive', '.', 'today', ',', '10', 'percent', 'house', 'races', 'cook', 'political', 'report', 'listed', 'toss', '-', 'ups', 'lean', 'one', 'party', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
204,"['[CLS]', 'national', 'debt', 'reaches', '$', '15', 'trillion', ',', 'means', 'u', '.', '.', 'debt', '-', '-', 'gdp', 'ratio', 'reach', '99', '.', '7', 'percent', 'debt', '$', '47', ',', '900', 'every', 'living', 'american', '.']",true,true,true,true,true
205,"['[CLS]', 'americans', 'ready', 'put', '[', 'marijuana', 'prohibition', ']', 'behind', 'us', 'move', '.']",true,half-true,false,half-true,false
206,"['[CLS]', 'obama', 'tells', 'russia', 'hell', 'turn', 'americas', 'defense', 'system', '-', 'elected', '.']",pants-fire,mostly-true,half-true,half-true,half-true
207,"['[CLS]', 'national', 'technical', 'information', 'service', 'spends', 'millions', 'taxpayer', 'dollars', 'print', 'sell', 'government', 'documents', 'available', 'free', 'online', 'searches', '.']",mostly-true,half-true,half-true,half-true,half-true
208,"['[CLS]', 'says', 'bill', 'young', 'voted', 'twice', 'ryan', 'budget', 'ends', 'current', 'medicare', 'system', '.']",half-true,false,false,mostly-true,false
209,"['[CLS]', 'kicked', 'crooked', 'cops', 'government', 'officials', 'public', 'pension', 'rolls', '.']",false,barely-true,false,false,false
210,"['[CLS]', 'romney', 'left', 'massachusetts', '""', '$', '245', '-', 'million', 'debt', 'big', 'government', '-', 'mandated', 'health', 'care', 'system', '.', '""']",barely-true,half-true,half-true,half-true,half-true
211,"['[CLS]', 'repeal', '##ing', 'replacing', 'obama', '##care', '##s', 'going', 'save', '$', '1', 'trillion', '10', '-', 'year', 'period', '.']",false,false,false,false,false
212,"['[CLS]', 'georgia', 'legislatures', 'last', 'day', 'session', 'ends', 'midnight', '.']",false,true,true,true,true
213,"['[CLS]', 'brutal', 'fact', ',', 'comes', 'education', ',', 'america', 'slipping', 'behind', 'nations', '.']",barely-true,true,half-true,true,half-true
214,"['[CLS]', 'always', 'supported', 'civil', 'unions', '.']",barely-true,mostly-true,false,mostly-true,false
215,"['[CLS]', 'gov', '.', 'chris', 'christie', 'veto', '##ed', '30', '-', 'bill', 'job', 'creation', 'package', ',', 'new', 'jersey', 'ranks', '50th', 'nation', 'job', 'creation', '.']",pants-fire,half-true,mostly-true,half-true,mostly-true
216,"['[CLS]', 'poll', 'taken', 'months', 'ago', 'found', '70', 'percent', 'approval', 'higher', 'act', '10', 'collective', 'bargaining', 'law', '.']",false,true,half-true,true,half-true
217,"['[CLS]', '##rro', '##d', 'brown', 'gave', 'huge', 'bonuses', 'executives', '.']",pants-fire,false,false,mostly-true,false
218,"['[CLS]', 'unfortunately', 'everyone', 'needs', 'cut', 'back', 'tough', 'economic', 'times', '.', '##s', 'voted', 'cut', 'pay', 'along', 'pay', 'state', 'employees', '.']",false,barely-true,mostly-true,barely-true,mostly-true
219,"['[CLS]', 'says', 'donald', 'trump', 'thinks', 'climate', 'change', 'hoax', ',', 'invented', 'chinese', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
220,"['[CLS]', 'polls', 'show', 'bernie', 'sanders', 'would', 'better', 'hillary', 'clinton', 'head', '-', '-', 'head', 'battle', 'donald', 'trump', '.']",mostly-true,half-true,half-true,mostly-true,half-true
221,"['[CLS]', 'increasing', 'bottle', 'deposit', '10', 'cents', 'case', 'water', 'bottles', 'could', 'literally', 'double', 'price', 'product', 'store', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
222,"['[CLS]', 'difference', ',', 'point', ',', 'make', '?', 'guy', 'got', 'skin', 'provoked', 'infamous', 'response', 'hillary', 'clinton', 'asking', 'pretty', 'simple', 'question', ',', '##t', 'pick', 'phone', 'call', 'survivors', '(', 'ben', '##gh', '##azi', 'attack', ')', '?']",mostly-true,barely-true,barely-true,barely-true,barely-true
223,"['[CLS]', 'ka', '##si', '##m', 'reed', 'kept', 'every', 'promise', 'made', 'candidate', '.']",mostly-true,mostly-true,half-true,mostly-true,half-true
224,"['[CLS]', 'wisconsin', '##s', 'laws', 'ranked', 'worst', 'world', 'mining', 'investment', '.']",barely-true,false,false,barely-true,false
225,"['[CLS]', 'people', 'die', 'wisconsin', 'drug', 'overdose', '##s', 'car', 'crashes', '.']",true,false,false,false,false
